#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
BCL2L1	CTSS	9606.ENSP00000302564	9606.ENSP00000357981	0	0	0	0	0.049	0	0.600	0.112	0.632
BCL2L1	IRS1	9606.ENSP00000302564	9606.ENSP00000304895	0	0	0	0	0	0.270	0	0.519	0.634
BCL2L1	PARP1	9606.ENSP00000302564	9606.ENSP00000355759	0	0	0	0	0	0	0	0.651	0.651
BCL2L1	MMP9	9606.ENSP00000302564	9606.ENSP00000361405	0	0	0	0	0	0	0	0.658	0.658
BCL2L1	CTSL	9606.ENSP00000302564	9606.ENSP00000345344	0	0	0	0	0.049	0	0.600	0.207	0.671
BCL2L1	HIF1A	9606.ENSP00000302564	9606.ENSP00000437955	0	0	0	0	0	0.139	0	0.637	0.674
BCL2L1	IL6	9606.ENSP00000302564	9606.ENSP00000385675	0	0	0	0	0	0	0	0.687	0.687
BCL2L1	JUN	9606.ENSP00000302564	9606.ENSP00000360266	0	0	0	0	0.062	0	0	0.697	0.704
BCL2L1	JAK2	9606.ENSP00000302564	9606.ENSP00000371067	0	0	0	0	0.054	0	0	0.703	0.707
BCL2L1	CHEK1	9606.ENSP00000302564	9606.ENSP00000388648	0	0	0	0	0	0.270	0	0.621	0.711
BCL2L1	SRC	9606.ENSP00000302564	9606.ENSP00000362680	0	0	0	0	0.076	0	0	0.704	0.715
BCL2L1	TNF	9606.ENSP00000302564	9606.ENSP00000398698	0	0	0	0	0	0.059	0	0.711	0.716
BCL2L1	VDAC3	9606.ENSP00000302564	9606.ENSP00000428845	0	0	0	0	0.087	0.078	0	0.699	0.725
BCL2L1	CTNNB1	9606.ENSP00000302564	9606.ENSP00000344456	0	0	0	0	0.046	0.314	0	0.640	0.744
BCL2L1	CTSB	9606.ENSP00000302564	9606.ENSP00000345672	0	0	0	0	0.049	0	0.600	0.392	0.748
BCL2L1	GSK3B	9606.ENSP00000302564	9606.ENSP00000324806	0	0	0	0	0	0.270	0	0.672	0.751
BCL2L1	SNCA	9606.ENSP00000302564	9606.ENSP00000338345	0	0	0	0	0.120	0.193	0	0.693	0.763
BCL2L1	VDAC2	9606.ENSP00000302564	9606.ENSP00000361635	0	0	0	0	0.049	0.162	0	0.763	0.795
BCL2L1	CASP1	9606.ENSP00000302564	9606.ENSP00000433138	0	0	0	0	0	0.538	0	0.577	0.796
BCL2L1	CASP7	9606.ENSP00000302564	9606.ENSP00000358327	0	0	0	0	0	0.178	0	0.770	0.803
BCL2L1	SIRT5	9606.ENSP00000302564	9606.ENSP00000476228	0	0	0	0	0	0	0	0.825	0.825
BCL2L1	MAPK10	9606.ENSP00000302564	9606.ENSP00000352157	0	0	0	0	0	0.056	0.800	0.325	0.861
BCL2L1	PRKAR1A	9606.ENSP00000302564	9606.ENSP00000376475	0	0	0	0	0.062	0	0.900	0.114	0.909
BCL2L1	CASP3	9606.ENSP00000302564	9606.ENSP00000311032	0	0	0	0	0	0.178	0	0.900	0.915
BCL2L1	YWHAZ	9606.ENSP00000302564	9606.ENSP00000379287	0	0	0	0	0.045	0	0.900	0.293	0.926
BCL2L1	PTPN11	9606.ENSP00000302564	9606.ENSP00000340944	0	0	0	0	0.060	0	0.900	0.466	0.945
BCL2L1	CASP8	9606.ENSP00000302564	9606.ENSP00000351273	0	0	0	0	0.052	0.727	0	0.916	0.976
BCL2L1	PARK7	9606.ENSP00000302564	9606.ENSP00000418770	0	0	0	0	0.048	0.299	0.800	0.862	0.979
BCL2L1	HRAS	9606.ENSP00000302564	9606.ENSP00000407586	0	0	0	0	0.070	0.056	0	0.982	0.983
BCL2L1	CYCS	9606.ENSP00000302564	9606.ENSP00000307786	0	0	0	0	0	0.681	0.900	0.906	0.996
BCL2L2	TNFRSF1A	9606.ENSP00000250405	9606.ENSP00000162749	0	0	0	0	0	0	0	0.417	0.416
BCL2L2	CCND1	9606.ENSP00000250405	9606.ENSP00000227507	0	0	0	0	0	0	0	0.413	0.412
BCL2L2	MDM2	9606.ENSP00000250405	9606.ENSP00000258149	0	0	0	0	0	0.056	0	0.391	0.400
BCL2L2	JUN	9606.ENSP00000250405	9606.ENSP00000360266	0	0	0	0	0.060	0	0	0.396	0.407
BCL2L2	EGFR	9606.ENSP00000250405	9606.ENSP00000275493	0	0	0	0	0.069	0	0	0.391	0.408
BCL2L2	TNF	9606.ENSP00000250405	9606.ENSP00000398698	0	0	0	0	0	0.102	0	0.378	0.417
BCL2L2	TNFRSF10B	9606.ENSP00000250405	9606.ENSP00000276431	0	0	0	0	0	0	0	0.473	0.473
BCL2L2	CASP7	9606.ENSP00000250405	9606.ENSP00000358327	0	0	0	0	0	0.178	0	0.484	0.558
BCL2L2	CASP8	9606.ENSP00000250405	9606.ENSP00000351273	0	0	0	0	0	0.178	0	0.622	0.676
BCL2L2	CASP3	9606.ENSP00000250405	9606.ENSP00000311032	0	0	0	0	0	0.178	0	0.677	0.723
BCL2L2	CYCS	9606.ENSP00000250405	9606.ENSP00000307786	0	0	0	0	0	0.056	0	0.745	0.749
BCL2L2	TP53	9606.ENSP00000250405	9606.ENSP00000269305	0	0	0	0	0.051	0.298	0	0.843	0.886
BDH1	OXCT1	9606.ENSP00000376184	9606.ENSP00000196371	0	0	0	0	0.049	0	0.900	0.825	0.981
BDH1	PCYT1A	9606.ENSP00000376184	9606.ENSP00000292823	0	0	0	0	0	0.102	0	0.697	0.716
BDH1	IDH3A	9606.ENSP00000376184	9606.ENSP00000299518	0	0	0	0	0	0.109	0	0.514	0.548
BDH1	CRAT	9606.ENSP00000376184	9606.ENSP00000315013	0	0	0	0	0	0	0	0.530	0.530
BDH1	HDAC6	9606.ENSP00000376184	9606.ENSP00000334061	0	0	0	0	0	0.500	0	0.043	0.501
BDH1	QPCT	9606.ENSP00000376184	9606.ENSP00000344829	0	0	0	0	0	0	0	0.442	0.442
BDH1	PHGDH	9606.ENSP00000376184	9606.ENSP00000358417	0	0	0	0	0	0	0	0.427	0.427
BDH1	CPT2	9606.ENSP00000376184	9606.ENSP00000360541	0	0	0	0	0.074	0	0	0.404	0.424
BDH1	HMGCL	9606.ENSP00000376184	9606.ENSP00000363614	0	0	0	0	0.062	0	0.900	0.800	0.979
BDH1	PCCA	9606.ENSP00000376184	9606.ENSP00000365462	0	0	0	0	0	0	0	0.408	0.408
BDH1	PCYT1B	9606.ENSP00000376184	9606.ENSP00000368439	0	0	0	0	0	0.102	0	0.361	0.402
BDH1	XDH	9606.ENSP00000376184	9606.ENSP00000368727	0	0	0	0	0.061	0	0	0.392	0.405
BDH1	PPARA	9606.ENSP00000376184	9606.ENSP00000385523	0	0	0	0	0.062	0.056	0	0.420	0.441
BDH1	UPP2	9606.ENSP00000376184	9606.ENSP00000474090	0	0	0	0	0.062	0	0	0.471	0.483
BDKRB2	OPRD1	9606.ENSP00000450482	9606.ENSP00000234961	0	0	0	0.672	0	0	0.800	0.107	0.804
BDKRB2	TRPA1	9606.ENSP00000450482	9606.ENSP00000262209	0	0	0	0	0.076	0	0	0.457	0.477
BDKRB2	KDR	9606.ENSP00000450482	9606.ENSP00000263923	0	0	0	0	0	0	0	0.416	0.416
BDKRB2	KLKB1	9606.ENSP00000450482	9606.ENSP00000264690	0	0	0	0	0	0	0	0.671	0.671
BDKRB2	KNG1	9606.ENSP00000450482	9606.ENSP00000265023	0	0	0	0	0	0.270	0.900	0.981	0.998
BDKRB2	REN	9606.ENSP00000450482	9606.ENSP00000272190	0	0	0	0	0	0	0	0.517	0.517
BDKRB2	SERPING1	9606.ENSP00000450482	9606.ENSP00000278407	0	0	0	0	0.062	0	0	0.509	0.519
BDKRB2	NOS3	9606.ENSP00000450482	9606.ENSP00000297494	0	0	0	0	0	0.213	0.900	0.829	0.985
BDKRB2	KLK1	9606.ENSP00000450482	9606.ENSP00000301420	0	0	0	0	0	0	0	0.704	0.704
BDKRB2	F2	9606.ENSP00000450482	9606.ENSP00000308541	0	0	0	0	0	0	0.800	0.153	0.823
BDKRB2	TRPM8	9606.ENSP00000450482	9606.ENSP00000323926	0	0	0	0	0	0	0	0.468	0.469
BDKRB2	CPN1	9606.ENSP00000450482	9606.ENSP00000359446	0	0	0	0	0	0	0	0.566	0.566
BDKRB2	EDN1	9606.ENSP00000450482	9606.ENSP00000368683	0	0	0	0	0.083	0	0.800	0.303	0.861
BDKRB2	HRH1	9606.ENSP00000450482	9606.ENSP00000380247	0	0	0	0	0.071	0	0	0.452	0.469
BDKRB2	F11	9606.ENSP00000450482	9606.ENSP00000384957	0	0	0	0	0	0	0	0.430	0.430
BDKRB2	NDUFA5	9606.ENSP00000450482	9606.ENSP00000417142	0	0	0	0	0	0	0	0.536	0.536
BDKRB2	TRPV1	9606.ENSP00000450482	9606.ENSP00000459962	0	0	0	0	0	0	0	0.545	0.545
BDKRB2	NOS1	9606.ENSP00000450482	9606.ENSP00000477999	0	0	0	0	0	0.270	0	0.486	0.608
BDNF	CD4	9606.ENSP00000414303	9606.ENSP00000011653	0	0	0	0	0	0	0	0.431	0.431
BDNF	TNFRSF1A	9606.ENSP00000414303	9606.ENSP00000162749	0	0	0	0	0	0	0	0.403	0.403
BDNF	FGF4	9606.ENSP00000414303	9606.ENSP00000168712	0	0	0	0	0	0	0	0.547	0.547
BDNF	DRD4	9606.ENSP00000414303	9606.ENSP00000176183	0	0	0	0	0	0	0	0.614	0.614
BDNF	SIRT1	9606.ENSP00000414303	9606.ENSP00000212015	0	0	0	0	0	0	0	0.601	0.601
BDNF	MAPK1	9606.ENSP00000414303	9606.ENSP00000215832	0	0	0	0	0	0	0	0.487	0.487
BDNF	HMOX1	9606.ENSP00000414303	9606.ENSP00000216117	0	0	0	0	0	0	0	0.587	0.587
BDNF	OXT	9606.ENSP00000414303	9606.ENSP00000217386	0	0	0	0	0.082	0	0	0.610	0.626
BDNF	SLC32A1	9606.ENSP00000414303	9606.ENSP00000217420	0	0	0	0	0.062	0	0	0.606	0.615
BDNF	MMP2	9606.ENSP00000414303	9606.ENSP00000219070	0	0	0	0	0.060	0	0	0.391	0.403
BDNF	SLC6A2	9606.ENSP00000414303	9606.ENSP00000219833	0	0	0	0	0.049	0	0	0.520	0.524
BDNF	PLAT	9606.ENSP00000414303	9606.ENSP00000220809	0	0	0	0	0.076	0.078	0	0.486	0.524
BDNF	GSR	9606.ENSP00000414303	9606.ENSP00000221130	0	0	0	0	0	0	0	0.459	0.459
BDNF	TGFB1	9606.ENSP00000414303	9606.ENSP00000221930	0	0	0	0	0	0	0	0.470	0.470
BDNF	EPOR	9606.ENSP00000414303	9606.ENSP00000222139	0	0	0	0	0	0	0	0.400	0.400
BDNF	GAPDHS	9606.ENSP00000414303	9606.ENSP00000222286	0	0	0	0	0	0	0	0.436	0.436
BDNF	HGF	9606.ENSP00000414303	9606.ENSP00000222390	0	0	0	0	0	0.078	0	0.585	0.601
BDNF	SERPINE1	9606.ENSP00000414303	9606.ENSP00000223095	0	0	0	0	0.083	0	0	0.386	0.412
BDNF	CCL2	9606.ENSP00000414303	9606.ENSP00000225831	0	0	0	0	0	0	0	0.564	0.564
BDNF	IL2	9606.ENSP00000414303	9606.ENSP00000226730	0	0	0	0	0	0	0	0.461	0.461
BDNF	IFNG	9606.ENSP00000414303	9606.ENSP00000229135	0	0	0	0	0	0	0	0.481	0.481
BDNF	GAPDH	9606.ENSP00000414303	9606.ENSP00000229239	0	0	0	0	0	0	0	0.702	0.702
BDNF	MAPK14	9606.ENSP00000414303	9606.ENSP00000229795	0	0	0	0	0	0	0	0.405	0.405
BDNF	NR3C1	9606.ENSP00000414303	9606.ENSP00000231509	0	0	0	0	0	0	0	0.687	0.688
BDNF	GRIN3B	9606.ENSP00000414303	9606.ENSP00000234389	0	0	0	0	0.062	0	0	0.411	0.424
BDNF	CAT	9606.ENSP00000414303	9606.ENSP00000241052	0	0	0	0	0	0	0	0.530	0.530
BDNF	FLT3	9606.ENSP00000414303	9606.ENSP00000241453	0	0	0	0	0	0	0.600	0.150	0.645
BDNF	LRP1	9606.ENSP00000414303	9606.ENSP00000243077	0	0	0	0	0	0.270	0	0.254	0.432
BDNF	TPH1	9606.ENSP00000414303	9606.ENSP00000250018	0	0	0	0	0	0	0	0.602	0.602
BDNF	SNAP25	9606.ENSP00000414303	9606.ENSP00000254976	0	0	0	0	0.083	0	0	0.568	0.587
BDNF	CRP	9606.ENSP00000414303	9606.ENSP00000255030	0	0	0	0	0	0	0	0.556	0.556
BDNF	PDGFRA	9606.ENSP00000414303	9606.ENSP00000257290	0	0	0	0	0	0	0.600	0.260	0.691
BDNF	NT5E	9606.ENSP00000414303	9606.ENSP00000257770	0	0	0	0	0.091	0	0	0.398	0.430
BDNF	SLC6A4	9606.ENSP00000414303	9606.ENSP00000261707	0	0	0	0	0.049	0	0	0.910	0.911
BDNF	PDGFRB	9606.ENSP00000414303	9606.ENSP00000261799	0	0	0	0	0.070	0	0.600	0.263	0.701
BDNF	FLT4	9606.ENSP00000414303	9606.ENSP00000261937	0	0	0	0	0.055	0	0.600	0.180	0.663
BDNF	TRPA1	9606.ENSP00000414303	9606.ENSP00000262209	0	0	0	0	0	0	0	0.420	0.420
BDNF	SLC1A1	9606.ENSP00000414303	9606.ENSP00000262352	0	0	0	0	0.076	0	0	0.400	0.422
BDNF	SLC12A2	9606.ENSP00000414303	9606.ENSP00000262461	0	0	0	0	0	0	0	0.522	0.522
BDNF	MAPK3	9606.ENSP00000414303	9606.ENSP00000263025	0	0	0	0	0	0	0	0.678	0.678
BDNF	GRIN2D	9606.ENSP00000414303	9606.ENSP00000263269	0	0	0	0	0.062	0	0	0.416	0.428
BDNF	IL1B	9606.ENSP00000414303	9606.ENSP00000263341	0	0	0	0	0	0	0	0.734	0.734
BDNF	KDR	9606.ENSP00000414303	9606.ENSP00000263923	0	0	0	0	0.055	0	0.600	0.442	0.770
BDNF	PIK3CA	9606.ENSP00000414303	9606.ENSP00000263967	0	0	0	0	0	0	0.900	0.152	0.911
BDNF	FGF2	9606.ENSP00000414303	9606.ENSP00000264498	0	0	0	0	0.110	0	0	0.857	0.867
BDNF	HDAC4	9606.ENSP00000414303	9606.ENSP00000264606	0	0	0	0	0	0	0	0.467	0.467
BDNF	ICAM1	9606.ENSP00000414303	9606.ENSP00000264832	0	0	0	0	0	0	0	0.416	0.416
BDNF	SLC1A3	9606.ENSP00000414303	9606.ENSP00000265113	0	0	0	0	0.062	0	0	0.568	0.577
BDNF	EGF	9606.ENSP00000414303	9606.ENSP00000265171	0	0	0	0	0.072	0	0	0.730	0.739
BDNF	IDE	9606.ENSP00000414303	9606.ENSP00000265986	0	0	0	0	0	0	0	0.458	0.458
BDNF	CACNA1C	9606.ENSP00000414303	9606.ENSP00000266376	0	0	0	0	0.062	0	0	0.460	0.471
BDNF	IGF1R	9606.ENSP00000414303	9606.ENSP00000268035	0	0	0	0	0	0.056	0.600	0.432	0.767
BDNF	TP53	9606.ENSP00000414303	9606.ENSP00000269305	0	0	0	0	0	0	0.900	0.510	0.948
BDNF	ERBB2	9606.ENSP00000414303	9606.ENSP00000269571	0	0	0	0	0	0	0.600	0.480	0.783
BDNF	SOD1	9606.ENSP00000414303	9606.ENSP00000270142	0	0	0	0	0	0	0	0.565	0.565
BDNF	SLC6A3	9606.ENSP00000414303	9606.ENSP00000270349	0	0	0	0	0.049	0	0	0.745	0.747
BDNF	EGFR	9606.ENSP00000414303	9606.ENSP00000275493	0	0	0	0	0.132	0	0.600	0.460	0.796
BDNF	HTR2C	9606.ENSP00000414303	9606.ENSP00000276198	0	0	0	0	0.062	0	0	0.560	0.570
BDNF	CRH	9606.ENSP00000414303	9606.ENSP00000276571	0	0	0	0	0.094	0	0	0.730	0.745
BDNF	SLC1A2	9606.ENSP00000414303	9606.ENSP00000278379	0	0	0	0	0	0	0	0.632	0.632
BDNF	FLT1	9606.ENSP00000414303	9606.ENSP00000282397	0	0	0	0	0	0	0.600	0.310	0.712
BDNF	GRIA4	9606.ENSP00000414303	9606.ENSP00000282499	0	0	0	0	0.082	0	0	0.462	0.485
BDNF	GJA1	9606.ENSP00000414303	9606.ENSP00000282561	0	0	0	0	0.087	0	0	0.392	0.421
BDNF	CSF1R	9606.ENSP00000414303	9606.ENSP00000286301	0	0	0	0	0	0	0.600	0.254	0.688
BDNF	SST	9606.ENSP00000414303	9606.ENSP00000287641	0	0	0	0	0.065	0	0	0.573	0.584
BDNF	SLC6A1	9606.ENSP00000414303	9606.ENSP00000287766	0	0	0	0	0.062	0	0	0.413	0.425
BDNF	PPARG	9606.ENSP00000414303	9606.ENSP00000287820	0	0	0	0	0	0	0	0.502	0.502
BDNF	KIT	9606.ENSP00000414303	9606.ENSP00000288135	0	0	0	0	0	0	0.600	0.290	0.703
BDNF	S100B	9606.ENSP00000414303	9606.ENSP00000291700	0	0	0	0	0.062	0	0	0.724	0.730
BDNF	FGFR4	9606.ENSP00000414303	9606.ENSP00000292408	0	0	0	0	0	0	0.600	0.113	0.630
BDNF	GRIN2C	9606.ENSP00000414303	9606.ENSP00000293190	0	0	0	0	0.062	0	0	0.425	0.437
BDNF	RHO	9606.ENSP00000414303	9606.ENSP00000296271	0	0	0	0	0	0	0	0.405	0.405
BDNF	GRIA2	9606.ENSP00000414303	9606.ENSP00000296526	0	0	0	0	0.082	0	0	0.623	0.639
BDNF	CARTPT	9606.ENSP00000414303	9606.ENSP00000296777	0	0	0	0	0.082	0	0	0.454	0.477
BDNF	CSF2	9606.ENSP00000414303	9606.ENSP00000296871	0	0	0	0	0	0	0	0.407	0.407
BDNF	NOS3	9606.ENSP00000414303	9606.ENSP00000297494	0	0	0	0	0	0.213	0	0.472	0.567
BDNF	SLC18A2	9606.ENSP00000414303	9606.ENSP00000298472	0	0	0	0	0	0	0	0.620	0.621
BDNF	MMP3	9606.ENSP00000414303	9606.ENSP00000299855	0	0	0	0	0	0	0.900	0.351	0.932
BDNF	CA4	9606.ENSP00000414303	9606.ENSP00000300900	0	0	0	0	0.062	0	0	0.468	0.480
BDNF	MAP2K1	9606.ENSP00000414303	9606.ENSP00000302486	0	0	0	0	0	0	0	0.410	0.410
BDNF	IGF1	9606.ENSP00000414303	9606.ENSP00000302665	0	0	0	0	0	0	0	0.904	0.904
BDNF	TACR1	9606.ENSP00000414303	9606.ENSP00000303522	0	0	0	0	0	0	0	0.414	0.414
BDNF	INSR	9606.ENSP00000414303	9606.ENSP00000303830	0	0	0	0	0	0.056	0.600	0.217	0.678
BDNF	IRS1	9606.ENSP00000414303	9606.ENSP00000304895	0	0	0	0	0.076	0	0	0.390	0.412
BDNF	IL13	9606.ENSP00000414303	9606.ENSP00000304915	0	0	0	0	0	0	0	0.429	0.429
BDNF	DRD5	9606.ENSP00000414303	9606.ENSP00000306129	0	0	0	0	0.064	0	0	0.404	0.418
BDNF	GRM5	9606.ENSP00000414303	9606.ENSP00000306138	0	0	0	0	0.064	0	0	0.564	0.575
BDNF	FOS	9606.ENSP00000414303	9606.ENSP00000306245	0	0	0	0	0	0	0	0.795	0.795
BDNF	CYCS	9606.ENSP00000414303	9606.ENSP00000307786	0	0	0	0	0	0	0	0.507	0.507
BDNF	GLUL	9606.ENSP00000414303	9606.ENSP00000307900	0	0	0	0	0	0	0	0.431	0.431
BDNF	PCSK1	9606.ENSP00000414303	9606.ENSP00000308024	0	0	0	0	0	0.057	0	0.417	0.426
BDNF	PLG	9606.ENSP00000414303	9606.ENSP00000308938	0	0	0	0	0	0.078	0.900	0.660	0.965
BDNF	P2RY2	9606.ENSP00000414303	9606.ENSP00000310305	0	0	0	0	0	0	0	0.447	0.447
BDNF	CASP3	9606.ENSP00000414303	9606.ENSP00000311032	0	0	0	0	0	0	0	0.715	0.715
BDNF	VAMP2	9606.ENSP00000414303	9606.ENSP00000314214	0	0	0	0	0.067	0	0	0.396	0.412
BDNF	HTR1A	9606.ENSP00000414303	9606.ENSP00000316244	0	0	0	0	0.062	0	0	0.752	0.758
BDNF	MET	9606.ENSP00000414303	9606.ENSP00000317272	0	0	0	0	0.076	0.056	0.600	0.244	0.700
BDNF	TUBB3	9606.ENSP00000414303	9606.ENSP00000320295	0	0	0	0	0	0	0	0.590	0.590
BDNF	HSPA5	9606.ENSP00000414303	9606.ENSP00000324173	0	0	0	0	0	0	0	0.429	0.429
BDNF	OXTR	9606.ENSP00000414303	9606.ENSP00000324270	0	0	0	0	0.065	0	0	0.517	0.529
BDNF	GSK3B	9606.ENSP00000414303	9606.ENSP00000324806	0	0	0	0	0	0.056	0	0.621	0.627
BDNF	TPH2	9606.ENSP00000414303	9606.ENSP00000329093	0	0	0	0	0	0	0	0.505	0.505
BDNF	LEPR	9606.ENSP00000414303	9606.ENSP00000330393	0	0	0	0	0	0	0	0.576	0.576
BDNF	CALCA	9606.ENSP00000414303	9606.ENSP00000331746	0	0	0	0	0.083	0	0	0.675	0.689
BDNF	CHAT	9606.ENSP00000414303	9606.ENSP00000337103	0	0	0	0	0.054	0	0	0.689	0.693
BDNF	HTR7	9606.ENSP00000414303	9606.ENSP00000337949	0	0	0	0	0.064	0	0	0.471	0.484
BDNF	SNCA	9606.ENSP00000414303	9606.ENSP00000338345	0	0	0	0	0.083	0	0	0.667	0.681
BDNF	FGFR3	9606.ENSP00000414303	9606.ENSP00000339824	0	0	0	0	0	0	0.600	0.186	0.660
BDNF	MAOA	9606.ENSP00000414303	9606.ENSP00000340684	0	0	0	0	0.062	0	0	0.668	0.675
BDNF	MAPT	9606.ENSP00000414303	9606.ENSP00000340820	0	0	0	0	0.062	0	0	0.606	0.615
BDNF	PTPN11	9606.ENSP00000414303	9606.ENSP00000340944	0	0	0	0	0	0	0.900	0.294	0.926
BDNF	ESR2	9606.ENSP00000414303	9606.ENSP00000343925	0	0	0	0	0	0	0	0.540	0.540
BDNF	GRM8	9606.ENSP00000414303	9606.ENSP00000344173	0	0	0	0	0.064	0	0	0.541	0.552
BDNF	CTNNB1	9606.ENSP00000414303	9606.ENSP00000344456	0	0	0	0	0	0.051	0.900	0.674	0.966
BDNF	FYN	9606.ENSP00000414303	9606.ENSP00000346671	0	0	0	0	0	0.058	0.600	0.505	0.797
BDNF	FN1	9606.ENSP00000414303	9606.ENSP00000346839	0	0	0	0	0.087	0	0	0.587	0.606
BDNF	RET	9606.ENSP00000414303	9606.ENSP00000347942	0	0	0	0	0	0	0	0.438	0.438
BDNF	RAC1	9606.ENSP00000414303	9606.ENSP00000348461	0	0	0	0	0	0	0.900	0.293	0.926
BDNF	GRM7	9606.ENSP00000414303	9606.ENSP00000350348	0	0	0	0	0.064	0	0	0.458	0.471
BDNF	NR3C2	9606.ENSP00000414303	9606.ENSP00000350815	0	0	0	0	0	0	0	0.427	0.427
BDNF	GAD1	9606.ENSP00000414303	9606.ENSP00000350928	0	0	0	0	0.062	0	0	0.696	0.703
BDNF	EPHA2	9606.ENSP00000414303	9606.ENSP00000351209	0	0	0	0	0.088	0.056	0.600	0.145	0.666
BDNF	MAPK10	9606.ENSP00000414303	9606.ENSP00000352157	0	0	0	0	0.062	0	0.900	0.293	0.927
BDNF	DNMT1	9606.ENSP00000414303	9606.ENSP00000352516	0	0	0	0	0	0	0	0.558	0.558
BDNF	MAP2	9606.ENSP00000414303	9606.ENSP00000353508	0	0	0	0	0.078	0	0	0.736	0.746
BDNF	COMT	9606.ENSP00000414303	9606.ENSP00000354511	0	0	0	0	0	0	0	0.808	0.809
BDNF	DRD2	9606.ENSP00000414303	9606.ENSP00000354859	0	0	0	0	0.062	0	0	0.712	0.718
BDNF	GRM1	9606.ENSP00000414303	9606.ENSP00000354896	0	0	0	0	0.083	0	0	0.494	0.516
BDNF	GRIN3A	9606.ENSP00000414303	9606.ENSP00000355155	0	0	0	0	0.062	0	0	0.647	0.654
BDNF	GRM3	9606.ENSP00000414303	9606.ENSP00000355316	0	0	0	0	0.064	0	0	0.502	0.513
BDNF	PTGS2	9606.ENSP00000414303	9606.ENSP00000356438	0	0	0	0	0.062	0	0	0.549	0.558
BDNF	SV2A	9606.ENSP00000414303	9606.ENSP00000358142	0	0	0	0	0.062	0	0	0.394	0.408
BDNF	CNR1	9606.ENSP00000414303	9606.ENSP00000358513	0	0	0	0	0.062	0	0	0.684	0.691
BDNF	HTR1B	9606.ENSP00000414303	9606.ENSP00000358963	0	0	0	0	0.076	0	0	0.523	0.540
BDNF	JUN	9606.ENSP00000414303	9606.ENSP00000360266	0	0	0	0	0	0	0	0.610	0.610
BDNF	GRIN1	9606.ENSP00000414303	9606.ENSP00000360608	0	0	0	0	0.083	0	0	0.713	0.725
BDNF	MMP9	9606.ENSP00000414303	9606.ENSP00000361405	0	0	0	0	0	0	0	0.563	0.563
BDNF	HDAC1	9606.ENSP00000414303	9606.ENSP00000362649	0	0	0	0	0	0	0.900	0.480	0.945
BDNF	SRC	9606.ENSP00000414303	9606.ENSP00000362680	0	0	0	0	0	0.056	0	0.527	0.534
BDNF	TLR4	9606.ENSP00000414303	9606.ENSP00000363089	0	0	0	0	0	0.076	0	0.531	0.548
BDNF	GAD2	9606.ENSP00000414303	9606.ENSP00000365437	0	0	0	0	0.082	0	0	0.610	0.626
BDNF	MTHFR	9606.ENSP00000414303	9606.ENSP00000365777	0	0	0	0	0	0	0	0.401	0.400
BDNF	GABBR1	9606.ENSP00000414303	9606.ENSP00000366233	0	0	0	0	0.064	0	0	0.450	0.463
BDNF	MAOB	9606.ENSP00000414303	9606.ENSP00000367309	0	0	0	0	0.062	0	0	0.567	0.576
BDNF	TEK	9606.ENSP00000414303	9606.ENSP00000369375	0	0	0	0	0.065	0	0.600	0.246	0.693
BDNF	PDE4A	9606.ENSP00000414303	9606.ENSP00000370078	0	0	0	0	0	0	0	0.425	0.424
BDNF	TH	9606.ENSP00000414303	9606.ENSP00000370571	0	0	0	0	0.062	0	0	0.773	0.778
BDNF	DRD3	9606.ENSP00000414303	9606.ENSP00000373169	0	0	0	0	0	0	0	0.757	0.757
BDNF	GRB2	9606.ENSP00000414303	9606.ENSP00000376345	0	0	0	0	0	0	0.900	0.415	0.939
BDNF	DBH	9606.ENSP00000414303	9606.ENSP00000376776	0	0	0	0	0	0	0	0.503	0.503
BDNF	DRD1	9606.ENSP00000414303	9606.ENSP00000377353	0	0	0	0	0.073	0	0	0.622	0.635
BDNF	GRM2	9606.ENSP00000414303	9606.ENSP00000378492	0	0	0	0	0.083	0	0	0.556	0.576
BDNF	CXCL12	9606.ENSP00000414303	9606.ENSP00000379140	0	0	0	0	0	0	0	0.558	0.558
BDNF	GRIN2A	9606.ENSP00000414303	9606.ENSP00000379818	0	0	0	0	0.081	0	0	0.722	0.734
BDNF	INS	9606.ENSP00000414303	9606.ENSP00000380432	0	0	0	0	0	0	0	0.720	0.720
BDNF	POMC	9606.ENSP00000414303	9606.ENSP00000384092	0	0	0	0	0.064	0	0	0.707	0.714
BDNF	NPY	9606.ENSP00000414303	9606.ENSP00000384364	0	0	0	0	0.062	0	0	0.753	0.758
BDNF	CHRNA2	9606.ENSP00000414303	9606.ENSP00000385026	0	0	0	0	0	0	0	0.411	0.411
BDNF	IL6	9606.ENSP00000414303	9606.ENSP00000385675	0	0	0	0	0	0	0	0.794	0.794
BDNF	CPE	9606.ENSP00000414303	9606.ENSP00000386104	0	0	0	0	0.090	0.213	0	0.980	0.984
BDNF	CXCR4	9606.ENSP00000414303	9606.ENSP00000386884	0	0	0	0	0	0	0	0.517	0.518
BDNF	SLC12A5	9606.ENSP00000414303	9606.ENSP00000387694	0	0	0	0	0.062	0	0	0.721	0.727
BDNF	CREB1	9606.ENSP00000414303	9606.ENSP00000387699	0	0	0	0	0	0	0	0.890	0.890
